Date,Product,Brand,Size,Quantity Sold,Unit Price (₹),Margin (%),Profit (₹),Net Profit (₹),Total Revenue (₹),Tax (GST % ),Tax Amount (₹),Net Tax (₹),Dealer,Stock Availability,Dealer Location
24-01-2023,Flats,Paragon,9,29,1645.11,40%,658.04,19083.16,28625.03,12%,197.41,5724.89,Dealer_1,65,Delhi
24-01-2023,Sandals,Bata,8,16,2961.08,30%,888.32,14213.12,33164.16,12%,355.33,5685.28,Dealer_4,68,Haryana
24-01-2023,Sneakers,Bata,9,19,1262.73,30%,378.82,7197.58,16794.29,12%,151.53,2879.07,Dealer_2,199,Delhi
25-01-2023,Flats,Bata,8,48,3122.23,30%,936.67,44960.16,104906.88,12%,374.67,17984.16,Dealer_4,179,Haryana
25-01-2023,Flats,Bata,7,17,4411.17,30%,1323.35,22496.95,52492.94,12%,529.34,8998.78,Dealer_6,191,Pune
25-01-2023,Flats,Adidas,8,38,9104.73,15%,1365.71,51896.98,294082.76,12%,1092.57,41517.66,Dealer_5,136,Haryana
25-01-2023,Heels,Bata,8,36,3918.45,30%,1175.54,42319.44,98744.76,12%,470.21,16927.56,Dealer_3,159,Mumbai
25-01-2023,Sandals,Paragon,8,33,2883.98,40%,1153.59,38068.47,57102.87,12%,346.08,11420.64,Dealer_6,171,Pune
25-01-2023,Sneakers,Nike,6,15,8182.52,15%,1227.38,18410.7,104327.1,12%,981.9,14728.5,Dealer_7,145,Mumbai
25-01-2023,Flats,Adidas,9,13,6691.72,15%,1003.76,13048.88,73943.48,12%,803.01,10439.13,Dealer_6,193,Pune
25-01-2023,Sandals,Paragon,7,36,1384,40%,553.6,19929.6,29894.4,12%,166.08,5978.88,Dealer_6,158,Pune
26-01-2023,Sandals,Paragon,8,32,759,40%,303.6,9715.2,14572.8,12%,91.08,2914.56,Dealer_6,104,Pune
26-01-2023,Sneakers,Paragon,9,24,2618.19,40%,1047.28,25134.72,37701.84,12%,314.18,7540.32,Dealer_3,192,Mumbai
26-01-2023,Sandals,Nike,11,27,9889.2,15%,1483.38,40051.26,226957.14,12%,1186.7,32040.9,Dealer_5,193,Haryana
26-01-2023,Flats,Paragon,9,45,565.63,40%,226.25,10181.25,15272.1,12%,67.88,3054.6,Dealer_6,118,Pune
27-01-2023,Sneakers,Sketchers,10,29,5646.92,25%,1411.73,40940.17,122820.51,12%,677.63,19651.27,Dealer_3,51,Mumbai
27-01-2023,Sneakers,Adidas,9,35,2556.68,15%,383.5,13422.5,76061.3,12%,306.8,10738,Dealer_7,57,Mumbai
27-01-2023,Sneakers,Paragon,9,23,1440.49,40%,576.2,13252.6,19878.67,12%,172.86,3975.78,Dealer_4,137,Haryana
27-01-2023,Sneakers,Bata,8,30,4107.34,30%,1232.2,36966,86254.2,12%,492.88,14786.4,Dealer_6,71,Pune
27-01-2023,Sneakers,Adidas,7,49,2398.1,15%,359.72,17626.28,99880.62,12%,287.77,14100.73,Dealer_1,119,Delhi
27-01-2023,Sandals,Paragon,8,41,2017.69,40%,807.08,33090.28,49635.01,12%,242.12,9926.92,Dealer_5,119,Haryana
27-01-2023,Boots,Metro,9,17,2380.69,30%,714.21,12141.57,28330.16,12%,285.68,4856.56,Dealer_2,122,Delhi
27-01-2023,Flats,Paragon,9,41,1817.34,40%,726.94,29804.54,44706.4,12%,218.08,8941.28,Dealer_3,61,Mumbai
28-01-2023,Sandals,Paragon,6,10,1011.06,40%,404.42,4044.2,6066.4,12%,121.33,1213.3,Dealer_2,85,Delhi
28-01-2023,Flats,Sketchers,8,30,2039.93,25%,509.98,15299.4,45898.5,12%,244.79,7343.7,Dealer_4,160,Haryana
28-01-2023,Sneakers,Adidas,8,44,7629.37,15%,1144.41,50354.04,285338.24,12%,915.52,40282.88,Dealer_6,193,Pune
28-01-2023,Heels,Paragon,8,14,1492.68,40%,597.07,8358.98,12538.54,12%,179.12,2507.68,Dealer_7,60,Mumbai
28-01-2023,Sandals,Nike,8,14,13345.32,15%,2001.8,28025.2,158809.28,12%,1601.44,22420.16,Dealer_6,79,Pune
28-01-2023,Flats,Bata,10,50,2670.78,30%,801.23,40061.5,93477.5,12%,320.49,16024.5,Dealer_2,153,Delhi
28-01-2023,Sneakers,Bata,7,49,2840.39,30%,852.12,41753.88,97425.23,12%,340.85,16701.65,Dealer_7,142,Mumbai
28-01-2023,Sneakers,Bata,7,25,2742.71,30%,822.81,20570.25,47997.5,12%,329.13,8228.25,Dealer_3,184,Mumbai
28-01-2023,Sneakers,Bata,8,31,1886.29,30%,565.89,17542.59,40932.4,12%,226.35,7016.85,Dealer_7,93,Mumbai
28-01-2023,Sneakers,Woodland,10,17,5183.63,20%,1036.73,17624.41,70497.3,12%,622.04,10574.68,Dealer_2,139,Delhi
29-01-2023,Flats,Paragon,7,25,757.01,40%,302.8,7570,11355.25,12%,90.84,2271,Dealer_2,100,Delhi
29-01-2023,Sneakers,Paragon,7,14,942.87,40%,377.15,5280.1,7920.08,12%,113.14,1583.96,Dealer_7,176,Mumbai
29-01-2023,Sandals,Metro,9,47,2795.62,30%,838.69,39418.43,91975.71,12%,335.47,15767.09,Dealer_6,132,Pune
29-01-2023,Heels,Paragon,8,19,1599.41,40%,639.76,12155.44,18233.35,12%,191.93,3646.67,Dealer_4,163,Haryana
29-01-2023,Flats,Reebok,8,47,2337.03,20%,467.41,21968.27,87872.14,12%,280.44,13180.68,Dealer_6,68,Pune
29-01-2023,Sandals,Bata,8,12,1227.56,30%,368.27,4419.24,10311.48,12%,147.31,1767.72,Dealer_3,69,Mumbai
29-01-2023,Flats,Nike,9,48,9084.81,15%,1362.72,65410.56,370660.32,12%,1090.18,52328.64,Dealer_4,198,Haryana
29-01-2023,Flats,Paragon,6,38,2772.62,40%,1109.05,42143.9,63215.66,12%,332.71,12642.98,Dealer_6,98,Pune
29-01-2023,Sandals,Paragon,9,42,877.15,40%,350.86,14736.12,22104.18,12%,105.26,4420.92,Dealer_1,165,Delhi
29-01-2023,Sneakers,Bata,10,15,3018.2,30%,905.46,13581.9,31691.1,12%,362.18,5432.7,Dealer_2,60,Delhi
29-01-2023,Boots,Paragon,8,38,1810.17,40%,724.07,27514.66,41271.8,12%,217.22,8254.36,Dealer_6,90,Pune
29-01-2023,Sandals,Bata,8,34,2635.08,30%,790.52,26877.68,62715.04,12%,316.21,10751.14,Dealer_3,63,Mumbai
29-01-2023,Flats,Paragon,10,31,664.78,40%,265.91,8243.21,12364.97,12%,79.77,2472.87,Dealer_2,192,Delhi
30-01-2023,Sandals,Sketchers,10,48,5429.76,25%,1357.44,65157.12,195471.36,12%,651.57,31275.36,Dealer_3,70,Mumbai
30-01-2023,Flats,Paragon,7,32,1275.58,40%,510.23,16327.36,24491.2,12%,153.07,4898.24,Dealer_6,9,Pune
30-01-2023,Sneakers,Paragon,10,15,1273.95,40%,509.58,7643.7,11465.55,12%,152.87,2293.05,Dealer_3,134,Mumbai
30-01-2023,Heels,Adidas,10,43,2747.62,15%,412.14,17722.02,100425.64,12%,329.71,14177.53,Dealer_6,158,Pune
30-01-2023,Flats,Bata,6,33,2235.46,30%,670.64,22131.12,51639.06,12%,268.26,8852.58,Dealer_2,137,Delhi
30-01-2023,Flats,Liberty,7,24,2999.94,40%,1199.98,28799.52,43199.04,12%,359.99,8639.76,Dealer_2,69,Delhi
30-01-2023,Sandals,Nike,9,44,13021.44,15%,1953.22,85941.68,487001.68,12%,1562.57,68753.08,Dealer_6,59,Pune
31-01-2023,Sandals,Metro,9,18,3388.99,30%,1016.7,18300.6,42701.22,12%,406.68,7320.24,Dealer_2,91,Delhi
31-01-2023,Sneakers,Paragon,11,49,2522.61,40%,1009.04,49442.96,74164.93,12%,302.71,14832.79,Dealer_2,162,Delhi
31-01-2023,Sneakers,Bata,8,25,4878.35,30%,1463.51,36587.75,85371,12%,585.4,14635,Dealer_6,122,Pune
31-01-2023,Flats,Paragon,8,24,1835.03,40%,734.01,17616.24,26424.48,12%,220.2,5284.8,Dealer_3,170,Mumbai
31-01-2023,Heels,Adidas,8,46,9875.52,15%,1481.33,68141.18,386132.74,12%,1185.06,54512.76,Dealer_4,122,Haryana
31-01-2023,Flats,Bata,9,43,2674.64,30%,802.39,34502.77,80506.75,12%,320.96,13801.28,Dealer_2,101,Delhi
31-01-2023,Flats,Paragon,7,26,630.45,40%,252.18,6556.68,9835.02,12%,75.65,1966.9,Dealer_4,145,Haryana
31-01-2023,Flats,Nike,10,43,13213.99,15%,1982.1,85230.3,482971.27,12%,1585.68,68184.24,Dealer_3,71,Mumbai
31-01-2023,Flats,Adidas,8,38,9242.45,15%,1386.37,52682.06,298531.04,12%,1109.09,42145.42,Dealer_2,161,Delhi
01-02-2023,Boots,Bata,8,11,2659.59,30%,797.88,8776.68,20478.81,12%,319.15,3510.65,Dealer_3,178,Mumbai
01-02-2023,Sandals,Puma,8,15,3562.02,20%,712.4,10686,42744.3,12%,427.44,6411.6,Dealer_1,131,Delhi
01-02-2023,Sneakers,Paragon,10,31,2478.45,40%,991.38,30732.78,46099.17,12%,297.41,9219.71,Dealer_2,9,Delhi
01-02-2023,Sandals,Liberty,10,18,2397.1,40%,958.84,17259.12,25888.68,12%,287.65,5177.7,Dealer_4,164,Haryana
02-02-2023,Sneakers,Nike,6,26,5587.86,15%,838.18,21792.68,123491.68,12%,670.54,17434.04,Dealer_2,5,Delhi
02-02-2023,Flats,Paragon,9,37,777.97,40%,311.19,11514.03,17270.86,12%,93.36,3454.32,Dealer_3,110,Mumbai
02-02-2023,Sandals,Nike,6,25,8037.91,15%,1205.69,30142.25,170805.5,12%,964.55,24113.75,Dealer_6,167,Pune
02-02-2023,Sneakers,Nike,9,48,9432.65,15%,1414.9,67915.2,384852,12%,1131.92,54332.16,Dealer_6,181,Pune
02-02-2023,Flats,Puma,10,19,3102,20%,620.4,11787.6,47150.4,12%,372.24,7072.56,Dealer_1,140,Delhi
02-02-2023,Boots,Paragon,8,21,2160.93,40%,864.37,18151.77,27227.76,12%,259.31,5445.51,Dealer_1,184,Delhi
02-02-2023,Sandals,Nike,9,44,9087.93,15%,1363.19,59980.36,339888.56,12%,1090.55,47984.2,Dealer_6,191,Pune
02-02-2023,Sneakers,Bata,9,12,3542.68,30%,1062.8,12753.6,29758.56,12%,425.12,5101.44,Dealer_3,114,Mumbai
03-02-2023,Sneakers,Bata,6,32,1964.5,30%,589.35,18859.2,44004.8,12%,235.74,7543.68,Dealer_6,76,Pune
03-02-2023,Flats,Paragon,10,31,833.52,40%,333.41,10335.71,15503.41,12%,100.02,3100.62,Dealer_3,189,Mumbai
03-02-2023,Sandals,Paragon,7,39,2952.05,40%,1180.82,46051.98,69077.97,12%,354.25,13815.75,Dealer_4,96,Haryana
03-02-2023,Flats,Adidas,6,39,2295.87,15%,344.38,13430.82,76108.11,12%,275.5,10744.5,Dealer_2,61,Delhi
03-02-2023,Flats,Adidas,6,30,9466.97,15%,1420.05,42601.5,241407.6,12%,1136.04,34081.2,Dealer_6,151,Pune
03-02-2023,Heels,Paragon,9,26,591.55,40%,236.62,6152.12,9228.18,12%,70.99,1845.74,Dealer_6,98,Pune
03-02-2023,Sandals,Bata,11,13,4463.19,30%,1338.96,17406.48,40614.99,12%,535.58,6962.54,Dealer_3,119,Mumbai
03-02-2023,Sneakers,Bata,8,35,3973.23,30%,1191.97,41718.95,97344.1,12%,476.79,16687.65,Dealer_3,136,Mumbai
03-02-2023,Sneakers,Liberty,10,41,1418.37,40%,567.35,23261.35,34891.82,12%,170.2,6978.2,Dealer_6,118,Pune
03-02-2023,Flats,Nike,10,37,3947.12,15%,592.07,21906.59,124136.85,12%,473.65,17525.05,Dealer_6,96,Pune
04-02-2023,Sandals,Bata,7,15,2311.68,30%,693.5,10402.5,24272.7,12%,277.4,4161,Dealer_3,128,Mumbai
04-02-2023,Sandals,Paragon,10,37,916.61,40%,366.64,13565.68,20348.89,12%,109.99,4069.63,Dealer_4,139,Haryana
04-02-2023,Sandals,Nike,10,32,10378.22,15%,1556.73,49815.36,282287.68,12%,1245.39,39852.48,Dealer_5,120,Haryana
04-02-2023,Flats,Nike,6,50,7874.52,15%,1181.18,59059,334667,12%,944.94,47247,Dealer_6,90,Pune
04-02-2023,Sneakers,Adidas,9,38,2278.39,15%,341.76,12986.88,73591.94,12%,273.41,10389.58,Dealer_1,110,Delhi
04-02-2023,Flats,Paragon,8,33,1457.14,40%,582.86,19234.38,28851.24,12%,174.86,5770.38,Dealer_6,58,Pune
04-02-2023,Flats,Adidas,10,38,9590.59,15%,1438.59,54666.42,309776,12%,1150.87,43733.06,Dealer_3,163,Mumbai
04-02-2023,Flats,Nike,9,18,9353.52,15%,1403.03,25254.54,143108.82,12%,1122.42,20203.56,Dealer_3,130,Mumbai
04-02-2023,Flats,Sketchers,7,17,1616.61,25%,404.15,6870.55,20611.82,12%,193.99,3297.83,Dealer_2,177,Delhi
04-02-2023,Flats,Bata,9,17,2047.11,30%,614.13,10440.21,24360.66,12%,245.65,4176.05,Dealer_2,9,Delhi
04-02-2023,Boots,Paragon,8,41,1000.45,40%,400.18,16407.38,24611.07,12%,120.05,4922.05,Dealer_2,68,Delhi
04-02-2023,Sandals,Adidas,10,38,9978.1,15%,1496.72,56875.36,322292.44,12%,1197.37,45500.06,Dealer_6,131,Pune
05-02-2023,Sandals,Paragon,6,45,1855.43,40%,742.17,33397.65,50096.7,12%,222.65,10019.25,Dealer_3,90,Mumbai
05-02-2023,Flats,Paragon,10,50,935.23,40%,374.09,18704.5,28057,12%,112.23,5611.5,Dealer_3,180,Mumbai
05-02-2023,Boots,Nike,7,18,5840.83,15%,876.12,15770.16,89364.78,12%,700.9,12616.2,Dealer_4,56,Haryana
05-02-2023,Sandals,Paragon,9,33,1668.51,40%,667.4,22024.2,33036.63,12%,200.22,6607.26,Dealer_6,83,Pune
05-02-2023,Flats,Nike,6,29,7777.92,15%,1166.69,33834.01,191725.67,12%,933.35,27067.15,Dealer_7,172,Mumbai
05-02-2023,Flats,Bata,11,36,4293.36,30%,1288.01,46368.36,108192.6,12%,515.2,18547.2,Dealer_1,82,Delhi
05-02-2023,Sandals,Paragon,6,38,1664.58,40%,665.83,25301.54,37952.5,12%,199.75,7590.5,Dealer_6,138,Pune
05-02-2023,Sneakers,Metro,9,50,3351.14,30%,1005.34,50267,117290,12%,402.14,20107,Dealer_7,83,Mumbai
05-02-2023,Sandals,Woodland,6,17,5108.61,20%,1021.72,17369.24,69477.13,12%,613.03,10421.51,Dealer_3,92,Mumbai
05-02-2023,Sneakers,Bata,10,24,2384.09,30%,715.23,17165.52,40052.64,12%,286.09,6866.16,Dealer_6,122,Pune
05-02-2023,Heels,Nike,8,22,10620.69,15%,1593.1,35048.2,198606.98,12%,1274.48,28038.56,Dealer_6,120,Pune
05-02-2023,Sneakers,Paragon,8,49,1833.7,40%,733.48,35940.52,53910.78,12%,220.04,10781.96,Dealer_6,93,Pune
05-02-2023,Flats,Paragon,7,20,2146.83,40%,858.73,17174.6,25762,12%,257.62,5152.4,Dealer_7,136,Mumbai
05-02-2023,Heels,Paragon,6,11,703.06,40%,281.22,3093.42,4640.24,12%,84.37,928.07,Dealer_6,197,Pune
06-02-2023,Flats,Adidas,11,46,5332.69,15%,799.9,36795.4,208508.34,12%,639.92,29436.32,Dealer_6,57,Pune
06-02-2023,Sandals,Paragon,9,28,2104.77,40%,841.91,23573.48,35360.08,12%,252.57,7071.96,Dealer_3,173,Mumbai
06-02-2023,Boots,Paragon,8,29,1633.86,40%,653.54,18952.66,28429.28,12%,196.06,5685.74,Dealer_7,65,Mumbai
06-02-2023,Sneakers,Bata,8,40,2857.77,30%,857.33,34293.2,80017.6,12%,342.93,13717.2,Dealer_3,86,Mumbai
06-02-2023,Sandals,Paragon,8,32,2938.44,40%,1175.38,37612.16,56417.92,12%,352.61,11283.52,Dealer_2,144,Delhi
06-02-2023,Flats,Paragon,7,30,1104.34,40%,441.74,13252.2,19878,12%,132.52,3975.6,Dealer_2,118,Delhi
07-02-2023,Boots,Adidas,7,13,4321.7,15%,648.26,8427.38,47754.72,12%,518.6,6741.8,Dealer_3,157,Mumbai
07-02-2023,Boots,Adidas,8,46,7769.03,15%,1165.35,53606.1,303769.28,12%,932.28,42884.88,Dealer_2,90,Delhi
07-02-2023,Sandals,Woodland,8,41,7274.45,20%,1454.89,59650.49,238601.96,12%,872.93,35790.13,Dealer_4,55,Haryana
07-02-2023,Sneakers,Bata,9,39,4866.75,30%,1460.03,56941.17,132862.08,12%,584.01,22776.39,Dealer_2,199,Delhi
07-02-2023,Sandals,Nike,6,28,8938.73,15%,1340.81,37542.68,212741.76,12%,1072.65,30034.2,Dealer_6,170,Pune
07-02-2023,Sandals,Paragon,6,16,1577.32,40%,630.93,10094.88,15142.24,12%,189.28,3028.48,Dealer_2,143,Delhi
07-02-2023,Flats,Bata,8,12,2602.33,30%,780.7,9368.4,21859.56,12%,312.28,3747.36,Dealer_6,95,Pune
07-02-2023,Boots,Bata,9,28,1294.13,30%,388.24,10870.72,25364.92,12%,155.3,4348.4,Dealer_6,165,Pune
08-02-2023,Sandals,Paragon,10,49,797.03,40%,318.81,15621.69,23432.78,12%,95.64,4686.36,Dealer_2,150,Delhi
08-02-2023,Sandals,Bata,9,33,4019.86,30%,1205.96,39796.68,92858.7,12%,482.38,15918.54,Dealer_2,180,Delhi
08-02-2023,Sandals,Woodland,6,12,2233.48,20%,446.7,5360.4,21441.36,12%,268.02,3216.24,Dealer_7,135,Mumbai
08-02-2023,Flats,Liberty,9,39,872.35,40%,348.94,13608.66,20412.99,12%,104.68,4082.52,Dealer_6,85,Pune
08-02-2023,Sandals,Paragon,8,20,1482.39,40%,592.96,11859.2,17788.6,12%,177.89,3557.8,Dealer_6,126,Pune
08-02-2023,Flats,Bata,9,42,3129.36,30%,938.81,39430.02,92003.1,12%,375.52,15771.84,Dealer_7,194,Mumbai
08-02-2023,Sandals,Liberty,6,33,1328.1,40%,531.24,17530.92,26296.38,12%,159.37,5259.21,Dealer_2,156,Delhi
08-02-2023,Flats,Reebok,10,50,2159.88,20%,431.98,21599,86395,12%,259.19,12959.5,Dealer_4,117,Haryana
09-02-2023,Flats,Puma,10,13,4709.38,20%,941.88,12244.44,48977.5,12%,565.13,7346.69,Dealer_2,184,Delhi
09-02-2023,Flats,Paragon,9,34,869.44,40%,347.78,11824.52,17736.44,12%,104.33,3547.22,Dealer_6,112,Pune
09-02-2023,Sneakers,Paragon,10,17,976.96,40%,390.78,6643.26,9965.06,12%,117.24,1993.08,Dealer_4,130,Haryana
09-02-2023,Sandals,Adidas,8,23,5283.02,15%,792.45,18226.35,103283.11,12%,633.96,14581.08,Dealer_7,170,Mumbai
09-02-2023,Heels,Paragon,10,13,2264.44,40%,905.78,11775.14,17662.58,12%,271.73,3532.49,Dealer_6,103,Pune
09-02-2023,Flats,Bata,10,40,3101.91,30%,930.57,37222.8,86853.6,12%,372.23,14889.2,Dealer_3,94,Mumbai
09-02-2023,Sandals,Paragon,8,44,1385.72,40%,554.29,24388.76,36582.92,12%,166.29,7316.76,Dealer_7,117,Mumbai
09-02-2023,Flats,Liberty,7,25,1197.52,40%,479.01,11975.25,17962.75,12%,143.7,3592.5,Dealer_3,107,Mumbai
10-02-2023,Flats,Reebok,10,23,6141.44,20%,1228.29,28250.67,113002.45,12%,736.97,16950.31,Dealer_4,131,Haryana
10-02-2023,Sandals,Bata,9,27,2151.16,30%,645.35,17424.45,40656.87,12%,258.14,6969.78,Dealer_6,189,Pune
10-02-2023,Sandals,Bata,8,19,2161.81,30%,648.54,12322.26,28752.13,12%,259.42,4928.98,Dealer_3,70,Mumbai
10-02-2023,Sandals,Bata,10,26,3989.35,30%,1196.81,31117.06,72606.04,12%,478.72,12446.72,Dealer_2,101,Delhi
10-02-2023,Heels,Paragon,8,45,2240.43,40%,896.17,40327.65,60491.7,12%,268.85,12098.25,Dealer_2,77,Delhi
10-02-2023,Flats,Paragon,9,25,1106.15,40%,442.46,11061.5,16592.25,12%,132.74,3318.5,Dealer_6,185,Pune
10-02-2023,Boots,Paragon,7,13,750.49,40%,300.2,3902.6,5853.77,12%,90.06,1170.78,Dealer_3,170,Mumbai
10-02-2023,Sneakers,Paragon,11,18,512.95,40%,205.18,3693.24,5539.86,12%,61.55,1107.9,Dealer_6,90,Pune
10-02-2023,Sandals,Paragon,9,40,2126.35,40%,850.54,34021.6,51032.4,12%,255.16,10206.4,Dealer_7,123,Mumbai
11-02-2023,Sandals,Paragon,6,15,2130.75,40%,852.3,12784.5,19176.75,12%,255.69,3835.35,Dealer_2,186,Delhi
11-02-2023,Flats,Paragon,6,21,1544.71,40%,617.88,12975.48,19463.43,12%,185.37,3892.77,Dealer_2,59,Delhi
11-02-2023,Heels,Bata,9,21,4746.43,30%,1423.93,29902.53,69772.5,12%,569.57,11960.97,Dealer_3,59,Mumbai
11-02-2023,Sneakers,Reebok,9,48,2643.8,20%,528.76,25380.48,101521.92,12%,317.26,15228.48,Dealer_3,122,Mumbai
11-02-2023,Sandals,Paragon,9,43,1734.78,40%,693.91,29838.13,44757.41,12%,208.17,8951.31,Dealer_2,179,Delhi
11-02-2023,Sandals,Sketchers,7,17,2988.08,25%,747.02,12699.34,38098.02,12%,358.57,6095.69,Dealer_7,167,Mumbai
11-02-2023,Flats,Sketchers,10,21,1563.38,25%,390.85,8207.85,24623.13,12%,187.61,3939.81,Dealer_3,125,Mumbai
11-02-2023,Flats,Paragon,11,22,938.74,40%,375.5,8261,12391.28,12%,112.65,2478.3,Dealer_6,153,Pune
11-02-2023,Heels,Bata,9,30,1346.95,30%,404.09,12122.7,28285.8,12%,161.63,4848.9,Dealer_6,74,Pune
11-02-2023,Sneakers,Adidas,9,30,9486.6,15%,1422.99,42689.7,241908.3,12%,1138.39,34151.7,Dealer_1,116,Delhi
11-02-2023,Sandals,Puma,8,27,6747.19,20%,1349.44,36434.88,145739.25,12%,809.66,21860.82,Dealer_3,199,Mumbai
12-02-2023,Flats,Nike,8,33,11313.22,15%,1696.98,56000.34,317335.92,12%,1357.59,44800.47,Dealer_1,80,Delhi
12-02-2023,Sandals,Reebok,7,35,6116.44,20%,1223.29,42815.15,171260.25,12%,733.97,25688.95,Dealer_7,129,Mumbai
12-02-2023,Flats,Nike,10,28,7410.53,15%,1111.58,31124.24,176370.6,12%,889.26,24899.28,Dealer_2,106,Delhi
12-02-2023,Sneakers,Liberty,7,39,2369.34,40%,947.74,36961.86,55442.4,12%,284.32,11088.48,Dealer_6,145,Pune
12-02-2023,Sandals,Paragon,9,40,2393.38,40%,957.35,38294,57441.2,12%,287.21,11488.4,Dealer_6,105,Pune
12-02-2023,Flats,Puma,10,48,6302.24,20%,1260.45,60501.6,242005.92,12%,756.27,36300.96,Dealer_1,184,Delhi
12-02-2023,Sandals,Woodland,10,33,2468.62,20%,493.72,16292.76,65171.7,12%,296.23,9775.59,Dealer_6,78,Pune
12-02-2023,Sneakers,Paragon,9,22,1931.75,40%,772.7,16999.4,25499.1,12%,231.81,5099.82,Dealer_2,92,Delhi
12-02-2023,Sandals,Woodland,8,17,6081.77,20%,1216.35,20677.95,82712.14,12%,729.81,12406.77,Dealer_7,199,Mumbai
12-02-2023,Sandals,Nike,9,38,12704.3,15%,1905.65,72414.7,410348.7,12%,1524.52,57931.76,Dealer_4,83,Haryana
12-02-2023,Flats,Bata,8,46,1230.95,30%,369.29,16987.34,39636.36,12%,147.71,6794.66,Dealer_4,128,Haryana
12-02-2023,Flats,Nike,8,26,12797.44,15%,1919.62,49910.12,282823.32,12%,1535.69,39927.94,Dealer_7,105,Mumbai
12-02-2023,Flats,Nike,6,37,7134.35,15%,1070.15,39595.55,224375.4,12%,856.12,31676.44,Dealer_1,188,Delhi
12-02-2023,Sneakers,Nike,9,12,6445.09,15%,966.76,11601.12,65739.96,12%,773.41,9280.92,Dealer_2,84,Delhi
13-02-2023,Sandals,Bata,8,34,2502.58,30%,750.77,25526.18,59561.54,12%,300.31,10210.54,Dealer_6,188,Pune
13-02-2023,Sneakers,Paragon,8,17,946.18,40%,378.47,6433.99,9651.07,12%,113.54,1930.18,Dealer_6,5,Pune
13-02-2023,Flats,Adidas,10,24,8678.57,15%,1301.79,31242.96,177042.72,12%,1041.43,24994.32,Dealer_7,55,Mumbai
13-02-2023,Sandals,Bata,10,44,2696.51,30%,808.95,35593.8,83052.64,12%,323.58,14237.52,Dealer_3,108,Mumbai
13-02-2023,Boots,Bata,8,19,2102.6,30%,630.78,11984.82,27964.58,12%,252.31,4793.89,Dealer_7,78,Mumbai
13-02-2023,Sneakers,Paragon,8,49,2415.13,40%,966.05,47336.45,71004.92,12%,289.82,14201.18,Dealer_1,111,Delhi
13-02-2023,Boots,Nike,7,48,3402.92,15%,510.44,24501.12,138839.04,12%,408.35,19600.8,Dealer_6,62,Pune
14-02-2023,Flats,Nike,8,38,5812.07,15%,871.81,33128.78,187729.88,12%,697.45,26503.1,Dealer_2,64,Delhi
14-02-2023,Sneakers,Woodland,8,24,6894.72,20%,1378.94,33094.56,132378.72,12%,827.37,19856.88,Dealer_7,197,Mumbai
14-02-2023,Sandals,Paragon,9,30,1092.26,40%,436.9,13107,19660.8,12%,131.07,3932.1,Dealer_2,183,Delhi
14-02-2023,Boots,Bata,8,27,1243.83,30%,373.15,10075.05,23508.36,12%,149.26,4030.02,Dealer_6,94,Pune
14-02-2023,Flats,Paragon,8,45,1739.05,40%,695.62,31302.9,46954.35,12%,208.69,9391.05,Dealer_3,147,Mumbai
14-02-2023,Flats,Woodland,8,36,4449.56,20%,889.91,32036.76,128147.4,12%,533.95,19222.2,Dealer_3,146,Mumbai
14-02-2023,Sneakers,Metro,9,40,1963.87,30%,589.16,23566.4,54988.4,12%,235.66,9426.4,Dealer_2,126,Delhi
15-02-2023,Flats,Bata,6,45,2650.71,30%,795.21,35784.45,83497.5,12%,318.09,14314.05,Dealer_5,192,Haryana
15-02-2023,Flats,Adidas,8,25,4039.97,15%,606,15150,85849.25,12%,484.8,12120,Dealer_3,70,Mumbai
15-02-2023,Sandals,Bata,6,44,3898.34,30%,1169.5,51458,120068.96,12%,467.8,20583.2,Dealer_2,63,Delhi
15-02-2023,Sandals,Bata,10,48,3411.69,30%,1023.51,49128.48,114632.64,12%,409.4,19651.2,Dealer_1,98,Delhi
15-02-2023,Flats,Metro,9,45,1868.07,30%,560.42,25218.9,58844.25,12%,224.17,10087.65,Dealer_2,135,Delhi
16-02-2023,Sneakers,Adidas,7,17,7975.03,15%,1196.25,20336.25,115239.26,12%,957,16269,Dealer_7,172,Mumbai
16-02-2023,Boots,Paragon,9,23,1491.58,40%,596.63,13722.49,20583.85,12%,178.99,4116.77,Dealer_2,191,Delhi
16-02-2023,Sandals,Metro,8,34,2865,30%,859.5,29223,68187,12%,343.8,11689.2,Dealer_6,9,Pune
16-02-2023,Sandals,Sketchers,8,42,5472.65,25%,1368.16,57462.72,172388.58,12%,656.72,27582.24,Dealer_4,75,Haryana
16-02-2023,Flats,Paragon,9,30,2785.83,40%,1114.33,33429.9,50145,12%,334.3,10029,Dealer_3,130,Mumbai
16-02-2023,Sandals,Nike,9,24,11895.03,15%,1784.25,42822,242658.72,12%,1427.4,34257.6,Dealer_1,116,Delhi
17-02-2023,Flats,Paragon,10,36,1237.98,40%,495.19,17826.84,26740.44,12%,148.56,5348.16,Dealer_2,134,Delhi
17-02-2023,Boots,Bata,9,25,2997.21,30%,899.16,22479,52451.25,12%,359.67,8991.75,Dealer_6,136,Pune
17-02-2023,Sandals,Metro,9,41,2843.32,30%,853,34973,81603.12,12%,341.2,13989.2,Dealer_7,140,Mumbai
17-02-2023,Sneakers,Adidas,10,44,5906.53,15%,885.98,38983.12,220904.2,12%,708.78,31186.32,Dealer_6,65,Pune
